1445,93453,95102
4000,88643,97357
4562,88736,96702
5647,86633,97720
5927,89445,94628
5999,86795,97206
6131,86218,97651
6689,88340,94971
6715,86706,96579
6782,88564,94654
7139,90625,92236
7271,84628,98101
8104,84079,97817
10279,84218,95503
10457,85478,94065
11042,82962,95996
11310,84390,94300
11315,89097,89588
11910,85623,92467
11992,87870,90138
12219,79420,98361
12442,84275,93283
12512,80031,97457
12921,78225,98854
13871,79180,96949
13977,76372,99651
14320,82051,93629
15465,85887,88648
15619,74410,99971
15741,79361,94898
16250,79025,94725
16439,74481,99080
18168,72411,99421
19385,73461,97154
19593,78873,91534
19901,79607,90492
20383,80032,89585
20543,70289,99168
21065,69137,99798
21283,70107,98610
21541,79307,89152
21772,74707,93521
21942,78191,89867
22054,70584,97362
22264,78927,88809
22272,69517,98211
22461,83344,84195
22979,72252,94769
23158,82309,84533
23928,74548,91524
24078,82386,83536
24858,71452,93690
25131,66928,97941
25785,66599,97616
25873,77743,86384
25998,71849,92153
26282,65638,98080
26934,64252,98814
27252,70172,92576
27341,66623,96036
27426,68173,94401
27474,81214,81312
27725,64989,97286
28018,72416,89566
28621,78356,83023
28842,80254,80904
28868,65848,95284
28964,76774,84262
29496,61810,98694
29805,62666,97529
29948,77688,82364
30862,62591,96547
31250,60717,98033
31585,66585,91830
31991,60439,97570
32227,75511,82262
32535,62678,94787
32625,69485,87890
33426,74841,81733
34615,69834,85551
34689,74212,81099
35242,71711,83047
35414,71480,83106
35453,72369,82178
35468,59565,94967
35646,54712,99642
36076,54430,99494
36265,57513,96222
36622,65359,88019
36660,69378,83962
36673,76512,76815
36962,73685,79353
37408,72587,80005
37655,56994,95351
38067,75558,76375
38199,52820,98981
38520,59000,92480
38552,59744,91704
38614,64894,86492
38848,52520,98632
38959,63270,87771
39157,64053,86790
39406,70892,79702
39484,59730,90786
39628,67010,83362
39665,51787,98548
39830,57940,92230
40079,65366,84555
40081,58248,91671
40126,66250,83624
40252,56033,93715
40621,61333,88046
40993,71218,77789
40996,63478,85526
40998,72709,76293
41248,69134,79618
41365,73779,74856
41429,59808,88763
41476,52402,96122
41993,51957,96050
42389,47700,99911
42658,49239,98103
42710,60630,86660
42790,57591,89619
42813,62257,84930
43519,62090,84391
43678,51831,94491
43743,68048,78209
43983,61454,84563
43991,71649,74360
44013,46223,99764
44135,49636,96229
44154,58773,87073
44377,63187,82436
44463,70787,74750
44615,58233,87152
45555,52691,91754
45669,59159,85172
46177,55177,88646
46588,53275,90137
46636,58707,84657
47014,48839,94147
47412,63535,79053
47850,48196,93954
48221,49732,92047
45599,48374,96027
48732,54167,87101
45300,49152,95548
49358,51127,89515
49389,62606,78005
42075,49550,98375
49719,54716,85565
49789,64440,75771
45871,49804,94325
49923,53184,86893
50337,64003,75660
50537,66041,73422
50864,58903,80233
41532,51038,97430
41513,51700,96787
40210,51765,98025
51802,64785,73413
51910,67320,70770
51968,55496,82536
51989,59078,78933
52036,63469,74495
45688,52053,92259
52201,54745,83054
52460,68719,68821
52492,64583,72925
52622,64747,72631
50270,52714,87016
52923,55841,81236
42723,53082,94195
47180,53312,89508
52647,53535,83818
53848,63757,72395
52133,53870,83997
42063,54054,93883
54309,60962,74729
54353,61170,74477
54680,60253,75067
54924,62582,72494
51093,55008,83899
53200,55020,81780
35843,55064,99093
39196,55069,95735
53627,55119,81254
50967,55171,83862
46558,55174,88268
46923,55464,87613
54828,55611,79561
55031,55730,79239
46323,55814,87863
47946,55927,86127
35129,55974,98897
41566,56030,92404
47522,56100,86378
56319,59220,74461
42441,56345,91214
56425,60804,72771
56440,58618,74942
53157,56548,80295
45945,56576,87479
34076,56600,99324
52731,56669,80600
56961,63555,69484
57291,57703,75006
57516,63901,68583
54010,57606,78384
57621,64981,67398
51827,57641,80532
48640,58124,83236
33168,58169,98663
43966,58191,87843
50105,58335,81560
37838,58452,93710
58598,60620,70782
58627,58935,72438
40484,58643,90873
37857,58733,93410
55738,58770,75492
35943,59062,94995
58959,59358,71683
44094,59410,86496
36530,59544,93926
58291,59617,72092
37071,59717,93212
42535,59949,87516
59988,60238,69774
42851,60209,86940
45255,60285,84460
31762,60524,97714
56842,60542,72616
42991,60614,86395
44702,61099,84199
61160,62216,66624
30039,61235,98726
61299,62270,66431
41979,61654,86367
36102,61746,92152
45517,61771,82712
58054,62383,69563
48703,62384,78913
32336,62426,95238
49117,62521,78362
32018,62635,95347
36168,62668,91164
37077,63180,89743
44155,63334,82511
56775,63410,69815
31406,63461,95133
31722,63489,94789
26852,63768,99380
47018,63913,79069
43919,63988,82093
28911,64124,96965
62776,62976,64248
37370,64517,88113
35139,64650,90211
27409,64758,97833
59136,64774,66090
39669,65018,85313
53796,65273,70931
28599,65309,96092
37176,65313,87511
57876,65617,66507
39237,65794,84969
46598,65796,77606
34024,65991,89985
57412,66020,66568
58580,65102,66318
33956,66360,89684
27434,66437,96129
57912,65522,66566
60214,63090,66696
28900,66785,94315
52934,67065,70001
31078,67134,91788
57079,65761,67160
25085,67272,97643
50046,67382,72572
24295,67582,98123
39892,67611,82497
54019,67655,68326
23115,67658,99227
52723,68061,69216
35357,68206,86437
23680,68332,97988
45591,68501,75908
59423,61970,68607
26023,68614,95363
57996,63298,68706
34721,68775,86504
35934,68804,85262
27044,68814,94142
49460,68956,71584
49369,68985,71646
58847,62029,69124
34481,69240,86279
42945,69430,77625
20605,69446,99949
47039,69449,73512
56951,63593,69456
38931,70120,80949
52553,67181,70266
28189,70547,91264
24980,70552,94468
54929,64494,70577
26162,70737,93101
56834,62415,70751
39429,70843,79728
40794,70896,78310
51298,67600,71102
50514,68367,71119
22994,71144,95862
30301,71182,88517
42417,71206,76377
41966,71258,76776
40929,71311,77760
38451,71852,79697
28889,71857,89254
21391,71971,96638
43088,72188,74724
21824,72207,95969
25355,72407,92238
53809,63751,72440
44872,72396,72732
57076,60168,72756
34705,72789,82506
17931,73060,99009
28951,73069,87980
29607,73099,87294
51653,65209,73138
57441,59154,73405
43611,72715,73674
42097,73689,74214
34908,73915,81177
47421,68552,74027
53564,62353,74083
52190,63468,74342
41937,73659,74404
32941,74437,82622
17256,74905,97839
57445,57522,75033
15433,75271,99296
32313,75422,82265
43450,71116,75434
32778,75519,81703
51636,62805,75559
21442,75652,92906
56604,57715,75681
25595,75742,88663
21176,75856,92968
30014,76064,83922
44925,68876,76199
53300,60371,76329
42047,71548,76405
30404,76406,83190
48644,64848,76508
